PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
2.0 8.446135e+01 1.776493e-02 1.726084e-02 1.773210e-02 1.556467e+01 8.316080e+00 9.265149e+00 8.636191e+00 8.260722e+00 8.578987e+00 1.392364e+00 1.191108e-02 1.726156e-02 3.589912e-02 1.193277e-02 1.293697e-02 4.183233e+01 6.306945e+00 8.093719e+00 6.937281e+00 6.318415e+00 6.716213e+00
2.0 8.446261e+01 1.778288e-02 1.724920e-02 1.772617e-02 2.487436e+01 8.307655e+00 9.313484e+00 8.684371e+00 8.260628e+00 8.588694e+00 1.742816e+00 1.191089e-02 1.927543e-02 3.995982e-02 1.193259e-02 1.310239e-02 6.340314e+01 6.306853e+00 8.508247e+00 7.055307e+00 6.318332e+00 6.745336e+00
2.0 8.446161e+01 1.776390e-02 1.724512e-02 1.771725e-02 1.678647e+01 8.368448e+00 9.199503e+00 8.659946e+00 8.260703e+00 8.580460e+00 1.958990e+00 1.191108e-02 1.584912e-02 4.003838e-02 1.193273e-02 1.285038e-02 5.855361e+01 6.306943e+00 7.707297e+00 7.047785e+00 6.318398e+00 6.701622e+00
2.0 8.446186e+01 1.775167e-02 1.724424e-02 1.770943e-02 1.638377e+01 8.279501e+00 9.140094e+00 8.643973e+00 8.260684e+00 8.576581e+00 1.881138e+00 1.191096e-02 1.699328e-02 3.857020e-02 1.193270e-02 1.292251e-02 5.549796e+01 6.306886e+00 7.939005e+00 6.985509e+00 6.318382e+00 6.708165e+00
2.0 8.446193e+01 1.773776e-02 1.724319e-02 1.771134e-02 1.115672e+01 8.261186e+00 9.206424e+00 8.626018e+00 8.260679e+00 8.580779e+00 5.920352e-01 1.191106e-02 1.820725e-02 2.385961e-02 1.193269e-02 1.301090e-02 2.057020e+01 6.306933e+00 8.255319e+00 6.775863e+00 6.318377e+00 6.726205e+00
2.0 8.446164e+01 1.778183e-02 1.723786e-02 1.771753e-02 1.986266e+01 8.300174e+00 9.407357e+00 8.695182e+00 8.260701e+00 8.592794e+00 2.394577e-01 1.191107e-02 1.902708e-02 1.492552e-02 1.193273e-02 1.306328e-02 3.852347e+01 6.306938e+00 8.600771e+00 6.862415e+00 6.318396e+00 6.749357e+00
2.0 8.446148e+01 1.776916e-02 1.725563e-02 1.772485e-02 1.675206e+01 8.308540e+00 9.069532e+00 8.657581e+00 8.260712e+00 8.576638e+00 2.106621e+00 1.191103e-02 1.664603e-02 5.278512e-02 1.193275e-02 1.294925e-02 5.211641e+01 6.306921e+00 7.679338e+00 7.191243e+00 6.318406e+00 6.703487e+00
2.0 8.446170e+01 1.776590e-02 1.724457e-02 1.771808e-02 1.803736e+01 8.325180e+00 9.186180e+00 8.662997e+00 8.260696e+00 8.583357e+00 1.565250e+00 1.191109e-02 1.709867e-02 3.442084e-02 1.193272e-02 1.298005e-02 5.237729e+01 6.306950e+00 7.862571e+00 6.975006e+00 6.318392e+00 6.717917e+00
2.0 8.446186e+01 1.776591e-02 1.721716e-02 1.769596e-02 2.339271e+01 8.275996e+00 9.223339e+00 8.709194e+00 8.260684e+00 8.591870e+00 1.187446e+00 1.191108e-02 1.686178e-02 3.194075e-02 1.193270e-02 1.291025e-02 5.934432e+01 6.306941e+00 8.067627e+00 7.093414e+00 6.318381e+00 6.724813e+00
2.0 8.446224e+01 1.781718e-02 1.727707e-02 1.775705e-02 2.017551e+01 8.317061e+00 9.268793e+00 8.697913e+00 8.260656e+00 8.593073e+00 2.658961e+00 1.191095e-02 1.646626e-02 5.465921e-02 1.193265e-02 1.290376e-02 7.455932e+01 6.306884e+00 7.935681e+00 7.263046e+00 6.318357e+00 6.722160e+00
