PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
3.000 4.694580e+01 3.343045e-02 2.896914e-02 2.939151e-02 6.586625e+01 5.203785e+01 5.380996e+01 4.667515e+01 5.203362e+01 5.223385e+01 1.408375e+00 8.511930e-02 9.580577e-02 8.184735e-02 8.526644e-02 8.590845e-02 9.902911e+01 4.266318e+01 4.632326e+01 2.931867e+01 4.273716e+01 4.300223e+01
3.000 4.694793e+01 3.344216e-02 2.890869e-02 2.947088e-02 6.613992e+01 5.203515e+01 5.916500e+01 4.675602e+01 5.203170e+01 5.244914e+01 1.119718e+00 8.511603e-02 1.650560e-01 8.201031e-02 8.526259e-02 9.080827e-02 1.000514e+02 4.266166e+01 6.034076e+01 2.957278e+01 4.273537e+01 4.364214e+01
3.000 4.694979e+01 3.347700e-02 2.902748e-02 2.943209e-02 7.125804e+01 5.220618e+01 5.411861e+01 4.667815e+01 5.203000e+01 5.224640e+01 4.519809e-01 8.511137e-02 9.277387e-02 6.355556e-02 8.525917e-02 8.589618e-02 8.644835e+01 4.265949e+01 4.594494e+01 2.898551e+01 4.273377e+01 4.301865e+01
3.000 4.694514e+01 3.341887e-02 2.900539e-02 2.942657e-02 6.013075e+01 5.204355e+01 5.387539e+01 4.658489e+01 5.203421e+01 5.224326e+01 1.503406e+00 8.512096e-02 9.647280e-02 8.778582e-02 8.526764e-02 8.595179e-02 8.571646e+01 4.266395e+01 4.648241e+01 2.914596e+01 4.273772e+01 4.301819e+01
3.000 4.694786e+01 3.337261e-02 2.890076e-02 2.931530e-02 5.554659e+01 5.208455e+01 5.328732e+01 4.655313e+01 5.203176e+01 5.222507e+01 1.172500e+00 8.511465e-02 8.915752e-02 7.871693e-02 8.526270e-02 8.577490e-02 6.728435e+01 4.266102e+01 4.449573e+01 2.887135e+01 4.273542e+01 4.297092e+01
3.000 4.694852e+01 3.355795e-02 2.903592e-02 2.948497e-02 6.888727e+01 5.229056e+01 5.510774e+01 4.669817e+01 5.203116e+01 5.226571e+01 1.022389e+00 8.511533e-02 1.208872e-01 7.563967e-02 8.526150e-02 8.797769e-02 1.002579e+02 4.266133e+01 4.993261e+01 2.926917e+01 4.273486e+01 4.317998e+01
3.000 4.694953e+01 3.356437e-02 2.904330e-02 2.949605e-02 7.635496e+01 5.224637e+01 5.525555e+01 4.678343e+01 5.203025e+01 5.228394e+01 7.858787e-01 8.511220e-02 1.015033e-01 6.934078e-02 8.525967e-02 8.612877e-02 1.167566e+02 4.265988e+01 4.868643e+01 2.943898e+01 4.273400e+01 4.309474e+01
3.000 4.694815e+01 3.336244e-02 2.895543e-02 2.939280e-02 5.624425e+01 5.203410e+01 5.380250e+01 4.665945e+01 5.203149e+01 5.223882e+01 1.558507e+00 8.511393e-02 1.146115e-01 9.597849e-02 8.526217e-02 8.780464e-02 6.893085e+01 4.266068e+01 4.763049e+01 2.932730e+01 4.273517e+01 4.311969e+01
3.000 4.694881e+01 3.333004e-02 2.880466e-02 2.926216e-02 6.917416e+01 5.223160e+01 5.636036e+01 4.669801e+01 5.203089e+01 5.230583e+01 2.448348e+00 8.511395e-02 1.315750e-01 1.068270e-01 8.526095e-02 8.829486e-02 1.260062e+02 4.266069e+01 5.319237e+01 2.965662e+01 4.273460e+01 4.327937e+01
3.000 4.694893e+01 3.367006e-02 2.903223e-02 2.950670e-02 8.136596e+01 5.225686e+01 5.743853e+01 4.684088e+01 5.203080e+01 5.232836e+01 1.996378e+00 8.511500e-02 1.833091e-01 1.038202e-01 8.526080e-02 9.239566e-02 1.566607e+02 4.266118e+01 5.937426e+01 3.029111e+01 4.273453e+01 4.356908e+01
